instrument	cruise	id	date	quantile	beads_fsc_small	beads_D1	beads_D2	width	notch_small_D1	notch_small_D2	notch_large_D1	notch_large_D2	offset_small_D1	offset_small_D2	offset_large_D1	offset_large_D2
740	CMOP_3	beb76374-e022-4e20-80da-2a1c78d8a005	2024-02-09T18:39:31+00:00	2.5	44467	34648	32848	15000	0.892	0.851	1.64	1.637	-5000	-5000	-38278	-39944
740	CMOP_3	beb76374-e022-4e20-80da-2a1c78d8a005	2024-02-09T18:39:31+00:00	50.0	45920	32688	30672	15000	0.821	0.777	1.635	1.632	-5000	-5000	-42391	-44269
740	CMOP_3	beb76374-e022-4e20-80da-2a1c78d8a005	2024-02-09T18:39:31+00:00	97.5	47339	30460	28624	15000	0.749	0.71	1.63	1.627	-5000	-5000	-46703	-48397
