instrument	cruise	id	date	quantile	beads_fsc_small	beads_D1	beads_D2	width	notch_small_D1	notch_small_D2	notch_large_D1	notch_large_D2	offset_small_D1	offset_small_D2	offset_large_D1	offset_large_D2
740	SCOPE-PARAGONII	572f540b-f351-4526-b322-9a92944e2ad4	2024-02-09T18:39:31+00:00	2.5	55984	56576	54720	15000	1.1	1.067	1.64	1.637	-5000	-5000	-35238	-36926
740	SCOPE-PARAGONII	572f540b-f351-4526-b322-9a92944e2ad4	2024-02-09T18:39:31+00:00	50.0	56672	54496	52944	15000	1.05	1.022	1.635	1.632	-5000	-5000	-38163	-39545
740	SCOPE-PARAGONII	572f540b-f351-4526-b322-9a92944e2ad4	2024-02-09T18:39:31+00:00	97.5	57344	52368	51552	15000	1.0	0.986	1.63	1.627	-5000	-5000	-41103	-41747
