instrument	cruise	id	date	quantile	beads_fsc_small	beads_D1	beads_D2	width	notch_small_D1	notch_small_D2	notch_large_D1	notch_large_D2	offset_small_D1	offset_small_D2	offset_large_D1	offset_large_D2
751	KM1923_751	747b3ec9-47e6-4f1e-ba29-8fe0dd096a9a	2024-02-09T18:39:31+00:00	2.5	43648	34992	34976	5000	0.802	0.801	1.904	2.034	0	0	-48114	-53804
751	KM1923_751	747b3ec9-47e6-4f1e-ba29-8fe0dd096a9a	2024-02-09T18:39:31+00:00	50.0	44384	33840	32832	5000	0.762	0.74	1.91	2.04	0	0	-50933	-57711
751	KM1923_751	747b3ec9-47e6-4f1e-ba29-8fe0dd096a9a	2024-02-09T18:39:31+00:00	97.5	44992	32768	31216	5000	0.728	0.694	1.915	2.047	0	0	-53392	-60883
