instrument	cruise	id	date	quantile	beads_fsc_small	beads_D1	beads_D2	width	notch_small_D1	notch_small_D2	notch_large_D1	notch_large_D2	offset_small_D1	offset_small_D2	offset_large_D1	offset_large_D2
989	DeepDOM	635ef5fa-50bc-41e4-8197-d5821d97e662	2024-02-09T18:39:31+00:00	2.5	47904	20896	21920	5000	0.436	0.458	1.359	1.324	0	0	-44206	-41505
989	DeepDOM	635ef5fa-50bc-41e4-8197-d5821d97e662	2024-02-09T18:39:31+00:00	50.0	48480	19312	20656	5000	0.398	0.426	1.37	1.337	0	0	-47106	-44162
989	DeepDOM	635ef5fa-50bc-41e4-8197-d5821d97e662	2024-02-09T18:39:31+00:00	97.5	48912	17872	19344	5000	0.365	0.395	1.382	1.349	0	0	-49724	-46638
