instrument	cruise	id	date	quantile	beads_fsc_small	beads_D1	beads_D2	width	notch_small_D1	notch_small_D2	notch_large_D1	notch_large_D2	offset_small_D1	offset_small_D2	offset_large_D1	offset_large_D2
740	MESO_SCOPE	f236a138-a9b1-40fd-a3a2-e9a7f09b8bed	2024-02-09T18:39:31+00:00	2.5	54112	31120	37328	5000	0.575	0.69	1.64	1.637	0	0	-57624	-51253
740	MESO_SCOPE	f236a138-a9b1-40fd-a3a2-e9a7f09b8bed	2024-02-09T18:39:31+00:00	50.0	55152	29520	36208	5000	0.535	0.657	1.635	1.632	0	0	-60654	-53800
740	MESO_SCOPE	f236a138-a9b1-40fd-a3a2-e9a7f09b8bed	2024-02-09T18:39:31+00:00	97.5	56112	27952	35196	5000	0.498	0.627	1.63	1.627	0	0	-63511	-56098
