instrument	cruise	id	date	quantile	beads_fsc_small	beads_D1	beads_D2	width	notch_small_D1	notch_small_D2	notch_large_D1	notch_large_D2	offset_small_D1	offset_small_D2	offset_large_D1	offset_large_D2
130	TN450	411daa42-1740-43d9-a620-0be65e238d01	2026-04-10T17:55:51+00:00	50.0	55504.0	37808.0	36464.0	10000.0	0.681	0.657	1.635	1.632	0.0	0.0	-52941.0	-54118.0
130	TN450	411daa42-1740-43d9-a620-0be65e238d01	2026-04-10T17:55:51+00:00	97.5	55792.0	37440.0	35792.0	10000.0	0.671	0.642	1.63	1.627	0.0	0.0	-53500.0	-54981.0
130	TN450	1f98248a-ee6a-43d9-809d-e9d655d00c49	2026-04-10T17:55:51+00:00	2.5	55344.0	37712.0	37376.0	10000.0	0.681	0.675	1.64	1.637	0.0	0.0	-53052.0	-53222.0
130	TN450	1f98248a-ee6a-43d9-809d-e9d655d00c49	2026-04-10T17:55:51+00:00	50.0	55712.0	37440.0	36768.0	10000.0	0.672	0.66	1.635	1.632	0.0	0.0	-53649.0	-54153.0
130	TN450	1f98248a-ee6a-43d9-809d-e9d655d00c49	2026-04-10T17:55:51+00:00	97.5	55920.0	37216.0	36208.0	10000.0	0.666	0.647	1.63	1.627	0.0	0.0	-53933.0	-54773.0
130	TN450	035bd594-707d-4c66-a71f-d84092110ada	2026-04-10T17:55:51+00:00	2.5	54960.0	37920.0	37744.0	10000.0	0.69	0.687	1.64	1.637	0.0	0.0	-52214.0	-52225.0
130	TN450	035bd594-707d-4c66-a71f-d84092110ada	2026-04-10T17:55:51+00:00	50.0	55440.0	37560.0	36848.0	10000.0	0.677	0.665	1.635	1.632	0.0	0.0	-53084.0	-53630.0
130	TN450	035bd594-707d-4c66-a71f-d84092110ada	2026-04-10T17:55:51+00:00	97.5	55792.0	37264.0	36120.0	10000.0	0.668	0.647	1.63	1.627	0.0	0.0	-53676.0	-54653.0
130	TN450	ba68b363-f575-4c5f-94f9-16f0c7cd467e	2026-04-10T17:55:51+00:00	2.5	54736.0	37328.0	36816.0	10000.0	0.682	0.673	1.64	1.637	0.0	0.0	-52439.0	-52786.0
130	TN450	ba68b363-f575-4c5f-94f9-16f0c7cd467e	2026-04-10T17:55:51+00:00	50.0	55200.0	37152.0	36032.0	10000.0	0.673	0.653	1.635	1.632	0.0	0.0	-53100.0	-54054.0
130	TN450	ba68b363-f575-4c5f-94f9-16f0c7cd467e	2026-04-10T17:55:51+00:00	97.5	55600.0	36976.0	35376.0	10000.0	0.665	0.636	1.63	1.627	0.0	0.0	-53652.0	-55085.0
130	TN450	ca5cbe6a-d77c-49a1-a3db-6e0388c36829	2026-04-10T17:55:51+00:00	2.5	54832.0	37536.0	37856.0	10000.0	0.685	0.69	1.64	1.637	0.0	0.0	-52388.0	-51903.0
130	TN450	ca5cbe6a-d77c-49a1-a3db-6e0388c36829	2026-04-10T17:55:51+00:00	50.0	55344.0	37344.0	36656.0	10000.0	0.675	0.662	1.635	1.632	0.0	0.0	-53143.0	-53665.0
