instrument	cruise	id	date	quantile	beads_fsc_small	beads_D1	beads_D2	width	notch_small_D1	notch_small_D2	notch_large_D1	notch_large_D2	offset_small_D1	offset_small_D2	offset_large_D1	offset_large_D2
130	TN450	ea133758-f34d-4008-a0b5-a2a91874837e	2026-04-10T17:55:51+00:00	97.5	54432.0	35488.0	33056.0	10000.0	0.652	0.607	1.63	1.627	0.0	0.0	-53236.0	-55504.0
130	TN450	3316f660-bb16-40b3-8baa-bae491b9ccaf	2026-04-10T17:55:51+00:00	2.5	53840.0	35872.0	35024.0	10000.0	0.666	0.651	1.64	1.637	0.0	0.0	-52425.0	-53112.0
130	TN450	3316f660-bb16-40b3-8baa-bae491b9ccaf	2026-04-10T17:55:51+00:00	50.0	54240.0	35520.0	34032.0	10000.0	0.655	0.627	1.635	1.632	0.0	0.0	-53162.0	-54487.0
130	TN450	3316f660-bb16-40b3-8baa-bae491b9ccaf	2026-04-10T17:55:51+00:00	97.5	54640.0	35248.0	33184.0	10000.0	0.645	0.607	1.63	1.627	0.0	0.0	-53815.0	-55715.0
130	TN450	b99e88ca-d418-408e-8d86-0461468ddccd	2026-04-10T17:55:51+00:00	2.5	53824.0	35968.0	34560.0	10000.0	0.668	0.642	1.64	1.637	0.0	0.0	-52303.0	-53549.0
130	TN450	b99e88ca-d418-408e-8d86-0461468ddccd	2026-04-10T17:55:51+00:00	50.0	54320.0	35664.0	33520.0	10000.0	0.657	0.617	1.635	1.632	0.0	0.0	-53149.0	-55130.0
130	TN450	b99e88ca-d418-408e-8d86-0461468ddccd	2026-04-10T17:55:51+00:00	97.5	54704.0	35268.0	32464.0	10000.0	0.645	0.593	1.63	1.627	0.0	0.0	-53899.0	-56539.0
130	TN450	36c2885f-13ba-4b30-bbb3-a9f9394913c9	2026-04-10T17:55:51+00:00	2.5	54112.0	35760.0	34528.0	10000.0	0.661	0.638	1.64	1.637	0.0	0.0	-52983.0	-54053.0
130	TN450	36c2885f-13ba-4b30-bbb3-a9f9394913c9	2026-04-10T17:55:51+00:00	50.0	54560.0	35504.0	33488.0	10000.0	0.651	0.614	1.635	1.632	0.0	0.0	-53701.0	-55553.0
130	TN450	36c2885f-13ba-4b30-bbb3-a9f9394913c9	2026-04-10T17:55:51+00:00	97.5	54880.0	35152.0	32608.0	10000.0	0.641	0.594	1.63	1.627	0.0	0.0	-54302.0	-56681.0
130	TN450	ef24c5e8-e7b7-44e1-9ed7-afe2e4aa3970	2026-04-10T17:55:51+00:00	2.5	54192.0	35856.0	36032.0	10000.0	0.662	0.665	1.64	1.637	0.0	0.0	-53018.0	-52680.0
130	TN450	ef24c5e8-e7b7-44e1-9ed7-afe2e4aa3970	2026-04-10T17:55:51+00:00	50.0	54576.0	35560.0	35176.0	10000.0	0.652	0.645	1.635	1.632	0.0	0.0	-53671.0	-53892.0
130	TN450	ef24c5e8-e7b7-44e1-9ed7-afe2e4aa3970	2026-04-10T17:55:51+00:00	97.5	54896.0	35244.0	34116.0	10000.0	0.642	0.621	1.63	1.627	0.0	0.0	-54236.0	-55199.0
130	TN450	6208abdf-355b-4299-8ecc-bf3407ef8cfc	2026-04-10T17:55:51+00:00	2.5	53984.0	35984.0	34464.0	10000.0	0.667	0.638	1.64	1.637	0.0	0.0	-52549.0	-53907.0
130	TN450	6208abdf-355b-4299-8ecc-bf3407ef8cfc	2026-04-10T17:55:51+00:00	50.0	54368.0	35712.0	33664.0	10000.0	0.657	0.619	1.635	1.632	0.0	0.0	-53179.0	-55064.0
130	TN450	6208abdf-355b-4299-8ecc-bf3407ef8cfc	2026-04-10T17:55:51+00:00	97.5	54736.0	35376.0	32688.0	10000.0	0.646	0.597	1.63	1.627	0.0	0.0	-53843.0	-56367.0
130	TN450	e0d0646a-bcbb-4e43-bc3c-e979f268a64a	2026-04-10T17:55:51+00:00	2.5	54080.0	35776.0	34976.0	10000.0	0.662	0.647	1.64	1.637	0.0	0.0	-52915.0	-53552.0
130	TN450	e0d0646a-bcbb-4e43-bc3c-e979f268a64a	2026-04-10T17:55:51+00:00	50.0	54528.0	35504.0	34336.0	10000.0	0.651	0.63	1.635	1.632	0.0	0.0	-53649.0	-54653.0
130	TN450	e0d0646a-bcbb-4e43-bc3c-e979f268a64a	2026-04-10T17:55:51+00:00	97.5	54816.0	35124.0	33456.0	10000.0	0.641	0.61	1.63	1.627	0.0	0.0	-54226.0	-55729.0
130	TN450	9fe03bd1-98dc-4a27-93ea-5e48dcd781f1	2026-04-10T17:55:51+00:00	2.5	54048.0	36128.0	34448.0	10000.0	0.668	0.637	1.64	1.637	0.0	0.0	-52510.0	-54028.0
130	TN450	9fe03bd1-98dc-4a27-93ea-5e48dcd781f1	2026-04-10T17:55:51+00:00	50.0	54496.0	35792.0	33680.0	10000.0	0.657	0.618	1.635	1.632	0.0	0.0	-53308.0	-55257.0
130	TN450	9fe03bd1-98dc-4a27-93ea-5e48dcd781f1	2026-04-10T17:55:51+00:00	97.5	54896.0	35392.0	32784.0	10000.0	0.645	0.597	1.63	1.627	0.0	0.0	-54088.0	-56531.0
130	TN450	c0e50431-ba2d-4d03-b4c2-2e3d4c07a81a	2026-04-10T17:55:51+00:00	2.5	53728.0	34932.0	34976.0	10000.0	0.65	0.651	1.64	1.637	0.0	0.0	-53181.0	-52976.0
130	TN450	c0e50431-ba2d-4d03-b4c2-2e3d4c07a81a	2026-04-10T17:55:51+00:00	50.0	54112.0	34608.0	34192.0	10000.0	0.64	0.632	1.635	1.632	0.0	0.0	-53865.0	-54118.0
130	TN450	c0e50431-ba2d-4d03-b4c2-2e3d4c07a81a	2026-04-10T17:55:51+00:00	97.5	54432.0	34256.0	33468.0	10000.0	0.629	0.615	1.63	1.627	0.0	0.0	-54468.0	-55092.0
130	TN450	d6cc278d-31c4-4292-905e-eb5a70cb63a6	2026-04-10T17:55:51+00:00	2.5	54352.0	36368.0	35308.0	10000.0	0.669	0.65	1.64	1.637	0.0	0.0	-52769.0	-53666.0
130	TN450	d6cc278d-31c4-4292-905e-eb5a70cb63a6	2026-04-10T17:55:51+00:00	50.0	54728.0	36032.0	34400.0	10000.0	0.658	0.629	1.635	1.632	0.0	0.0	-53448.0	-54916.0
130	TN450	d6cc278d-31c4-4292-905e-eb5a70cb63a6	2026-04-10T17:55:51+00:00	97.5	55088.0	35728.0	33348.0	10000.0	0.649	0.605	1.63	1.627	0.0	0.0	-54065.0	-56280.0
130	TN450	2a1fc8a8-4620-4b55-8c39-c243e35e8c0f	2026-04-10T17:55:51+00:00	2.5	54384.0	36256.0	35852.0	10000.0	0.667	0.659	1.64	1.637	0.0	0.0	-52933.0	-53174.0
130	TN450	2a1fc8a8-4620-4b55-8c39-c243e35e8c0f	2026-04-10T17:55:51+00:00	50.0	54752.0	35984.0	34912.0	10000.0	0.657	0.638	1.635	1.632	0.0	0.0	-53535.0	-54443.0
130	TN450	2a1fc8a8-4620-4b55-8c39-c243e35e8c0f	2026-04-10T17:55:51+00:00	97.5	55120.0	35680.0	33620.0	10000.0	0.647	0.61	1.63	1.627	0.0	0.0	-54165.0	-56060.0
130	TN450	e0778776-4f39-4b68-a72d-9bbd93ea85a1	2026-04-10T17:55:51+00:00	2.5	54432.0	36344.0	36008.0	10000.0	0.668	0.662	1.64	1.637	0.0	0.0	-52924.0	-53097.0
130	TN450	e0778776-4f39-4b68-a72d-9bbd93ea85a1	2026-04-10T17:55:51+00:00	50.0	54880.0	36000.0	35312.0	10000.0	0.656	0.643	1.635	1.632	0.0	0.0	-53728.0	-54252.0
130	TN450	e0778776-4f39-4b68-a72d-9bbd93ea85a1	2026-04-10T17:55:51+00:00	97.5	55264.0	35592.0	34576.0	10000.0	0.644	0.626	1.63	1.627	0.0	0.0	-54488.0	-55338.0
130	TN450	274e892d-f7b9-4dd4-9d80-77a944b78b71	2026-04-10T17:55:51+00:00	2.5	54592.0	36580.0	36752.0	10000.0	0.67	0.673	1.64	1.637	0.0	0.0	-52950.0	-52615.0
130	TN450	274e892d-f7b9-4dd4-9d80-77a944b78b71	2026-04-10T17:55:51+00:00	50.0	55016.0	36176.0	35952.0	10000.0	0.658	0.653	1.635	1.632	0.0	0.0	-53775.0	-53834.0
130	TN450	274e892d-f7b9-4dd4-9d80-77a944b78b71	2026-04-10T17:55:51+00:00	97.5	55376.0	35644.0	35024.0	10000.0	0.644	0.632	1.63	1.627	0.0	0.0	-54618.0	-55072.0
130	TN450	2e3ae57a-8dd0-439c-b8de-04b37a8b1cd3	2026-04-10T17:55:51+00:00	2.5	54720.0	36540.0	35984.0	10000.0	0.668	0.658	1.64	1.637	0.0	0.0	-53200.0	-53592.0
130	TN450	2e3ae57a-8dd0-439c-b8de-04b37a8b1cd3	2026-04-10T17:55:51+00:00	50.0	55184.0	36080.0	35120.0	10000.0	0.654	0.636	1.635	1.632	0.0	0.0	-54145.0	-54940.0
130	TN450	2e3ae57a-8dd0-439c-b8de-04b37a8b1cd3	2026-04-10T17:55:51+00:00	97.5	55520.0	35604.0	34176.0	10000.0	0.641	0.616	1.63	1.627	0.0	0.0	-54893.0	-56155.0
130	TN450	2cd1f219-3388-4f98-8f4f-4c0a8ee5ecd0	2026-04-10T17:55:51+00:00	2.5	54832.0	36364.0	36544.0	10000.0	0.663	0.666	1.64	1.637	0.0	0.0	-53560.0	-53215.0
130	TN450	2cd1f219-3388-4f98-8f4f-4c0a8ee5ecd0	2026-04-10T17:55:51+00:00	50.0	55232.0	35936.0	35664.0	10000.0	0.651	0.646	1.635	1.632	0.0	0.0	-54368.0	-54474.0
130	TN450	2cd1f219-3388-4f98-8f4f-4c0a8ee5ecd0	2026-04-10T17:55:51+00:00	97.5	55552.0	35556.0	34720.0	10000.0	0.64	0.625	1.63	1.627	0.0	0.0	-54993.0	-55663.0
130	TN450	11f69ad5-b1f3-4b89-8f2a-0065f23c0684	2026-04-10T17:55:51+00:00	2.5	54640.0	36560.0	35388.0	10000.0	0.669	0.648	1.64	1.637	0.0	0.0	-53049.0	-54057.0
130	TN450	11f69ad5-b1f3-4b89-8f2a-0065f23c0684	2026-04-10T17:55:51+00:00	50.0	55120.0	36192.0	34136.0	10000.0	0.657	0.619	1.635	1.632	0.0	0.0	-53929.0	-55819.0
130	TN450	11f69ad5-b1f3-4b89-8f2a-0065f23c0684	2026-04-10T17:55:51+00:00	97.5	55424.0	35788.0	33264.0	10000.0	0.646	0.6	1.63	1.627	0.0	0.0	-54553.0	-56910.0
130	TN450	5e6c352b-d07b-47fc-b85c-2e7e87c0d4ee	2026-04-10T17:55:51+00:00	2.5	54464.0	36488.0	37408.0	10000.0	0.67	0.687	1.64	1.637	0.0	0.0	-52832.0	-51749.0
130	TN450	5e6c352b-d07b-47fc-b85c-2e7e87c0d4ee	2026-04-10T17:55:51+00:00	50.0	54912.0	35968.0	36576.0	10000.0	0.655	0.666	1.635	1.632	0.0	0.0	-53813.0	-53040.0
130	TN450	5e6c352b-d07b-47fc-b85c-2e7e87c0d4ee	2026-04-10T17:55:51+00:00	97.5	55312.0	35560.0	35560.0	10000.0	0.643	0.643	1.63	1.627	0.0	0.0	-54598.0	-54432.0
130	TN450	65054bd2-1967-4220-8bbf-e77a5fc462f7	2026-04-10T17:55:51+00:00	2.5	54768.0	36656.0	36320.0	10000.0	0.669	0.663	1.64	1.637	0.0	0.0	-53163.0	-53335.0
130	TN450	65054bd2-1967-4220-8bbf-e77a5fc462f7	2026-04-10T17:55:51+00:00	50.0	55200.0	36352.0	35024.0	10000.0	0.659	0.634	1.635	1.632	0.0	0.0	-53900.0	-55062.0
130	TN450	65054bd2-1967-4220-8bbf-e77a5fc462f7	2026-04-10T17:55:51+00:00	97.5	55520.0	35936.0	33960.0	10000.0	0.647	0.612	1.63	1.627	0.0	0.0	-54561.0	-56371.0
130	TN450	4b29b793-1404-48fb-8f41-01a35d0e31af	2026-04-10T17:55:51+00:00	2.5	54736.0	36608.0	34904.0	10000.0	0.669	0.638	1.64	1.637	0.0	0.0	-53159.0	-54698.0
130	TN450	4b29b793-1404-48fb-8f41-01a35d0e31af	2026-04-10T17:55:51+00:00	50.0	55088.0	36256.0	34400.0	10000.0	0.658	0.624	1.635	1.632	0.0	0.0	-53812.0	-55503.0
130	TN450	4b29b793-1404-48fb-8f41-01a35d0e31af	2026-04-10T17:55:51+00:00	97.5	55440.0	35880.0	33808.0	10000.0	0.647	0.61	1.63	1.627	0.0	0.0	-54487.0	-56392.0
130	TN450	ccf1588c-0746-4f26-8cb7-9c06331e3cbf	2026-04-10T17:55:51+00:00	2.5	54544.0	36688.0	35344.0	10000.0	0.673	0.648	1.64	1.637	0.0	0.0	-52764.0	-53944.0
130	TN450	ccf1588c-0746-4f26-8cb7-9c06331e3cbf	2026-04-10T17:55:51+00:00	50.0	54880.0	36144.0	34464.0	10000.0	0.659	0.628	1.635	1.632	0.0	0.0	-53584.0	-55100.0
130	TN450	ccf1588c-0746-4f26-8cb7-9c06331e3cbf	2026-04-10T17:55:51+00:00	97.5	55248.0	35760.0	33680.0	10000.0	0.647	0.61	1.63	1.627	0.0	0.0	-54294.0	-56208.0
130	TN450	bfc72888-a7f1-48bf-8599-9f0152d9b8d6	2026-04-10T17:55:51+00:00	2.5	54752.0	36432.0	35096.0	10000.0	0.665	0.641	1.64	1.637	0.0	0.0	-53361.0	-54533.0
130	TN450	bfc72888-a7f1-48bf-8599-9f0152d9b8d6	2026-04-10T17:55:51+00:00	50.0	55168.0	35680.0	34400.0	10000.0	0.647	0.624	1.635	1.632	0.0	0.0	-54519.0	-55634.0
130	TN450	bfc72888-a7f1-48bf-8599-9f0152d9b8d6	2026-04-10T17:55:51+00:00	97.5	55504.0	35424.0	33716.0	10000.0	0.638	0.607	1.63	1.627	0.0	0.0	-55047.0	-56589.0
130	TN450	246fbbd9-6a72-471e-b9fb-1fce0831cfde	2026-04-10T17:55:51+00:00	2.5	52864.0	35692.0	36944.0	10000.0	0.675	0.699	1.64	1.637	0.0	0.0	-51004.0	-49594.0
130	TN450	246fbbd9-6a72-471e-b9fb-1fce0831cfde	2026-04-10T17:55:51+00:00	50.0	53664.0	35096.0	35640.0	10000.0	0.654	0.664	1.635	1.632	0.0	0.0	-52644.0	-51939.0
130	TN450	246fbbd9-6a72-471e-b9fb-1fce0831cfde	2026-04-10T17:55:51+00:00	97.5	54368.0	34724.0	34712.0	10000.0	0.639	0.638	1.63	1.627	0.0	0.0	-53895.0	-53744.0
130	TN450	e0307c40-5555-427d-8302-54a6e7f54e7b	2026-04-10T17:55:51+00:00	2.5	52864.0	35692.0	36944.0	10000.0	0.675	0.699	1.64	1.637	0.0	0.0	-51004.0	-49594.0
130	TN450	e0307c40-5555-427d-8302-54a6e7f54e7b	2026-04-10T17:55:51+00:00	50.0	53664.0	35096.0	35640.0	10000.0	0.654	0.664	1.635	1.632	0.0	0.0	-52644.0	-51939.0
130	TN450	e0307c40-5555-427d-8302-54a6e7f54e7b	2026-04-10T17:55:51+00:00	97.5	54368.0	34724.0	34712.0	10000.0	0.639	0.638	1.63	1.627	0.0	0.0	-53895.0	-53744.0
130	TN450	e651319c-852e-4eba-abbb-d341be1e56ec	2026-04-10T17:55:51+00:00	2.5	53168.0	35848.0	36208.0	10000.0	0.674	0.681	1.64	1.637	0.0	0.0	-51347.0	-50828.0
130	TN450	e651319c-852e-4eba-abbb-d341be1e56ec	2026-04-10T17:55:51+00:00	50.0	53776.0	35360.0	35056.0	10000.0	0.658	0.652	1.635	1.632	0.0	0.0	-52563.0	-52706.0
130	TN450	e651319c-852e-4eba-abbb-d341be1e56ec	2026-04-10T17:55:51+00:00	97.5	54208.0	34880.0	33816.0	10000.0	0.643	0.624	1.63	1.627	0.0	0.0	-53479.0	-54380.0
130	TN450	4f34bbab-d06d-4143-83ac-7ef3b2d5a510	2026-04-10T17:55:51+00:00	2.5	54368.0	36240.0	35664.0	10000.0	0.667	0.656	1.64	1.637	0.0	0.0	-52923.0	-53336.0
130	TN450	4f34bbab-d06d-4143-83ac-7ef3b2d5a510	2026-04-10T17:55:51+00:00	50.0	54640.0	35840.0	34480.0	10000.0	0.656	0.631	1.635	1.632	0.0	0.0	-53496.0	-54692.0
130	TN450	4f34bbab-d06d-4143-83ac-7ef3b2d5a510	2026-04-10T17:55:51+00:00	97.5	54960.0	35316.0	33040.0	10000.0	0.643	0.601	1.63	1.627	0.0	0.0	-54268.0	-56379.0
130	TN450	b933003a-8635-491d-aaea-43cbdba1887e	2026-04-10T17:55:51+00:00	2.5	54304.0	35616.0	35616.0	10000.0	0.656	0.656	1.64	1.637	0.0	0.0	-53442.0	-53279.0
130	TN450	b933003a-8635-491d-aaea-43cbdba1887e	2026-04-10T17:55:51+00:00	50.0	54576.0	35008.0	35056.0	10000.0	0.641	0.642	1.635	1.632	0.0	0.0	-54223.0	-54012.0
130	TN450	b933003a-8635-491d-aaea-43cbdba1887e	2026-04-10T17:55:51+00:00	97.5	54848.0	34624.0	34416.0	10000.0	0.631	0.627	1.63	1.627	0.0	0.0	-54778.0	-54821.0
130	TN450	3229d132-d338-4a87-8468-04d74c105108	2026-04-10T17:55:51+00:00	2.5	54144.0	36464.0	37232.0	10000.0	0.673	0.688	1.64	1.637	0.0	0.0	-52332.0	-51401.0
130	TN450	3229d132-d338-4a87-8468-04d74c105108	2026-04-10T17:55:51+00:00	50.0	54464.0	36128.0	36512.0	10000.0	0.663	0.67	1.635	1.632	0.0	0.0	-52920.0	-52373.0
130	TN450	3229d132-d338-4a87-8468-04d74c105108	2026-04-10T17:55:51+00:00	97.5	54752.0	35600.0	35824.0	10000.0	0.65	0.654	1.63	1.627	0.0	0.0	-53645.0	-53257.0
130	TN450	9ed13c53-0681-4c18-ad73-6e6f7a1b449c	2026-04-10T17:55:51+00:00	2.5	54240.0	36400.0	36592.0	10000.0	0.671	0.675	1.64	1.637	0.0	0.0	-52553.0	-52198.0
130	TN450	9ed13c53-0681-4c18-ad73-6e6f7a1b449c	2026-04-10T17:55:51+00:00	50.0	54592.0	36064.0	35808.0	10000.0	0.661	0.656	1.635	1.632	0.0	0.0	-53193.0	-53286.0
130	TN450	9ed13c53-0681-4c18-ad73-6e6f7a1b449c	2026-04-10T17:55:51+00:00	97.5	54880.0	35776.0	34912.0	10000.0	0.652	0.636	1.63	1.627	0.0	0.0	-53678.0	-54377.0
130	TN450	8fe8c313-75cf-4c3a-86ea-e5164afd191a	2026-04-10T17:55:51+00:00	2.5	54304.0	36304.0	36144.0	10000.0	0.669	0.666	1.64	1.637	0.0	0.0	-52754.0	-52751.0
130	TN450	8fe8c313-75cf-4c3a-86ea-e5164afd191a	2026-04-10T17:55:51+00:00	50.0	54656.0	35856.0	35424.0	10000.0	0.656	0.648	1.635	1.632	0.0	0.0	-53506.0	-53774.0
130	TN450	8fe8c313-75cf-4c3a-86ea-e5164afd191a	2026-04-10T17:55:51+00:00	97.5	54928.0	35444.0	34592.0	10000.0	0.645	0.63	1.63	1.627	0.0	0.0	-54088.0	-54775.0
130	TN450	794141f9-b901-4cc1-b153-bf0c2f345132	2026-04-10T17:55:51+00:00	2.5	54300.0	36128.0	35376.0	10000.0	0.665	0.651	1.64	1.637	0.0	0.0	-52924.0	-53513.0
130	TN450	794141f9-b901-4cc1-b153-bf0c2f345132	2026-04-10T17:55:51+00:00	50.0	54656.0	35784.0	34544.0	10000.0	0.655	0.632	1.635	1.632	0.0	0.0	-53578.0	-54654.0
130	TN450	794141f9-b901-4cc1-b153-bf0c2f345132	2026-04-10T17:55:51+00:00	97.5	54932.0	35360.0	33680.0	10000.0	0.644	0.613	1.63	1.627	0.0	0.0	-54179.0	-55694.0
130	TN450	13683f8c-0cb6-4632-9737-eb35ce84ece6	2026-04-10T17:55:51+00:00	2.5	54320.0	36420.0	36932.0	10000.0	0.67	0.68	1.64	1.637	0.0	0.0	-52664.0	-51989.0
130	TN450	13683f8c-0cb6-4632-9737-eb35ce84ece6	2026-04-10T17:55:51+00:00	50.0	54672.0	36112.0	36144.0	10000.0	0.661	0.661	1.635	1.632	0.0	0.0	-53276.0	-53080.0
130	TN450	13683f8c-0cb6-4632-9737-eb35ce84ece6	2026-04-10T17:55:51+00:00	97.5	54960.0	35660.0	35296.0	10000.0	0.649	0.642	1.63	1.627	0.0	0.0	-53924.0	-54123.0
130	TN450	692a825f-0dc9-4daf-b6b2-428552bc89a7	2026-04-10T17:55:51+00:00	2.5	54368.0	36256.0	35712.0	10000.0	0.667	0.657	1.64	1.637	0.0	0.0	-52907.0	-53288.0
130	TN450	692a825f-0dc9-4daf-b6b2-428552bc89a7	2026-04-10T17:55:51+00:00	50.0	54688.0	35920.0	34832.0	10000.0	0.657	0.637	1.635	1.632	0.0	0.0	-53494.0	-54418.0
130	TN450	692a825f-0dc9-4daf-b6b2-428552bc89a7	2026-04-10T17:55:51+00:00	97.5	54976.0	35524.0	33984.0	10000.0	0.646	0.618	1.63	1.627	0.0	0.0	-54086.0	-55461.0
130	TN450	be069301-d74c-462a-8da1-5e773c9d16ac	2026-04-10T17:55:51+00:00	2.5	54336.0	36256.0	36240.0	10000.0	0.667	0.667	1.64	1.637	0.0	0.0	-52855.0	-52708.0
130	TN450	be069301-d74c-462a-8da1-5e773c9d16ac	2026-04-10T17:55:51+00:00	50.0	54704.0	35984.0	35392.0	10000.0	0.658	0.647	1.635	1.632	0.0	0.0	-53457.0	-53884.0
130	TN450	be069301-d74c-462a-8da1-5e773c9d16ac	2026-04-10T17:55:51+00:00	97.5	55024.0	35552.0	34576.0	10000.0	0.646	0.628	1.63	1.627	0.0	0.0	-54137.0	-54948.0
130	TN450	0b61082e-94a7-4ad4-bada-a46fffe3e680	2026-04-10T17:55:51+00:00	2.5	54512.0	36352.0	36076.0	10000.0	0.667	0.662	1.64	1.637	0.0	0.0	-53047.0	-53160.0
130	TN450	0b61082e-94a7-4ad4-bada-a46fffe3e680	2026-04-10T17:55:51+00:00	50.0	54832.0	35808.0	35264.0	10000.0	0.653	0.643	1.635	1.632	0.0	0.0	-53842.0	-54221.0
130	TN450	0b61082e-94a7-4ad4-bada-a46fffe3e680	2026-04-10T17:55:51+00:00	97.5	55072.0	35248.0	34516.0	10000.0	0.64	0.627	1.63	1.627	0.0	0.0	-54519.0	-55086.0
130	TN450	60bf59f2-fabc-420a-b819-dcdd0ebfeb0e	2026-04-10T17:55:51+00:00	2.5	54528.0	36352.0	36096.0	10000.0	0.667	0.662	1.64	1.637	0.0	0.0	-53073.0	-53166.0
130	TN450	60bf59f2-fabc-420a-b819-dcdd0ebfeb0e	2026-04-10T17:55:51+00:00	50.0	54832.0	35928.0	35296.0	10000.0	0.655	0.644	1.635	1.632	0.0	0.0	-53722.0	-54189.0
130	TN450	60bf59f2-fabc-420a-b819-dcdd0ebfeb0e	2026-04-10T17:55:51+00:00	97.5	55108.0	35404.0	34448.0	10000.0	0.642	0.625	1.63	1.627	0.0	0.0	-54422.0	-55212.0
130	TN450	03609c28-e05e-4ce7-910c-a7b224a8482d	2026-04-10T17:55:51+00:00	2.5	54480.0	35808.0	36400.0	10000.0	0.657	0.668	1.64	1.637	0.0	0.0	-53539.0	-52783.0
130	TN450	03609c28-e05e-4ce7-910c-a7b224a8482d	2026-04-10T17:55:51+00:00	50.0	54768.0	35328.0	35792.0	10000.0	0.645	0.654	1.635	1.632	0.0	0.0	-54217.0	-53589.0
130	TN450	03609c28-e05e-4ce7-910c-a7b224a8482d	2026-04-10T17:55:51+00:00	97.5	55040.0	34832.0	35152.0	10000.0	0.633	0.639	1.63	1.627	0.0	0.0	-54883.0	-54398.0
130	TN450	9fa03866-324c-4f6a-8dae-8bbd2fb4c0a3	2026-04-10T17:55:51+00:00	2.5	54448.0	36832.0	36752.0	10000.0	0.676	0.675	1.64	1.637	0.0	0.0	-52462.0	-52379.0
130	TN450	9fa03866-324c-4f6a-8dae-8bbd2fb4c0a3	2026-04-10T17:55:51+00:00	50.0	54784.0	36496.0	35968.0	10000.0	0.666	0.657	1.635	1.632	0.0	0.0	-53075.0	-53439.0
130	TN450	9fa03866-324c-4f6a-8dae-8bbd2fb4c0a3	2026-04-10T17:55:51+00:00	97.5	55064.0	36016.0	35232.0	10000.0	0.654	0.64	1.63	1.627	0.0	0.0	-53738.0	-54357.0
130	TN450	1c6d1e3c-6b59-46ad-8b85-2efdb8c7757d	2026-04-10T17:55:51+00:00	2.5	54768.0	36220.0	36844.0	10000.0	0.661	0.673	1.64	1.637	0.0	0.0	-53599.0	-52811.0
130	TN450	1c6d1e3c-6b59-46ad-8b85-2efdb8c7757d	2026-04-10T17:55:51+00:00	50.0	55200.0	35800.0	35736.0	10000.0	0.649	0.647	1.635	1.632	0.0	0.0	-54452.0	-54350.0
130	TN450	1c6d1e3c-6b59-46ad-8b85-2efdb8c7757d	2026-04-10T17:55:51+00:00	97.5	55616.0	35252.0	34672.0	10000.0	0.634	0.623	1.63	1.627	0.0	0.0	-55402.0	-55815.0
130	TN450	ad765a6c-e442-4ad0-a669-6202e8188d17	2026-04-10T17:55:51+00:00	2.5	54512.0	36276.0	35952.0	10000.0	0.665	0.66	1.64	1.637	0.0	0.0	-53123.0	-53284.0
130	TN450	ad765a6c-e442-4ad0-a669-6202e8188d17	2026-04-10T17:55:51+00:00	50.0	54864.0	35840.0	34944.0	10000.0	0.653	0.637	1.635	1.632	0.0	0.0	-53862.0	-54594.0
130	TN450	ad765a6c-e442-4ad0-a669-6202e8188d17	2026-04-10T17:55:51+00:00	97.5	55152.0	35392.0	33884.0	10000.0	0.642	0.614	1.63	1.627	0.0	0.0	-54505.0	-55848.0
130	TN450	ca641caf-bdd9-4433-93c1-d9e59302925c	2026-04-10T17:55:51+00:00	2.5	54572.0	36576.0	35872.0	10000.0	0.67	0.657	1.64	1.637	0.0	0.0	-52922.0	-53462.0
130	TN450	ca641caf-bdd9-4433-93c1-d9e59302925c	2026-04-10T17:55:51+00:00	50.0	54912.0	36288.0	35056.0	10000.0	0.661	0.638	1.635	1.632	0.0	0.0	-53493.0	-54560.0
130	TN450	ca641caf-bdd9-4433-93c1-d9e59302925c	2026-04-10T17:55:51+00:00	97.5	55216.0	35904.0	34256.0	10000.0	0.65	0.62	1.63	1.627	0.0	0.0	-54098.0	-55580.0
130	TN450	b1262abe-40a9-4b26-b0f3-cc47fdacd0aa	2026-04-10T17:55:51+00:00	2.5	54592.0	36768.0	36208.0	10000.0	0.674	0.663	1.64	1.637	0.0	0.0	-52762.0	-53159.0
130	TN450	b1262abe-40a9-4b26-b0f3-cc47fdacd0aa	2026-04-10T17:55:51+00:00	50.0	54912.0	36432.0	35376.0	10000.0	0.663	0.644	1.635	1.632	0.0	0.0	-53349.0	-54240.0
130	TN450	b1262abe-40a9-4b26-b0f3-cc47fdacd0aa	2026-04-10T17:55:51+00:00	97.5	55220.0	36016.0	34672.0	10000.0	0.652	0.628	1.63	1.627	0.0	0.0	-53992.0	-55170.0
130	TN450	7871361c-5b78-4aac-bdfb-c7a58918c946	2026-04-10T17:55:51+00:00	2.5	54544.0	36640.0	36880.0	10000.0	0.672	0.676	1.64	1.637	0.0	0.0	-52812.0	-52408.0
130	TN450	7871361c-5b78-4aac-bdfb-c7a58918c946	2026-04-10T17:55:51+00:00	50.0	54880.0	36128.0	36176.0	10000.0	0.658	0.659	1.635	1.632	0.0	0.0	-53600.0	-53388.0
130	TN450	7871361c-5b78-4aac-bdfb-c7a58918c946	2026-04-10T17:55:51+00:00	97.5	55152.0	35544.0	35456.0	10000.0	0.644	0.643	1.63	1.627	0.0	0.0	-54353.0	-54276.0
130	TN450	744dcfd7-1d85-42cf-ad96-22084c6db1d7	2026-04-10T17:55:51+00:00	2.5	54496.0	36560.0	35996.0	10000.0	0.671	0.661	1.64	1.637	0.0	0.0	-52813.0	-53213.0
