start_date	filter_id
2026-03-23T17:40:32+00:00	83904c85-6714-4dc0-b3b9-d8a692210dbf
2026-03-23T18:00:00+00:00	d64da328-c751-4930-8f28-d5e87cfc0829
2026-03-23T19:00:00+00:00	5242dffa-7629-459a-9c26-3321d2f61123
2026-03-23T20:00:00+00:00	7a0797e4-6a38-4dfd-ab71-8c1f6f77b113
2026-03-23T21:00:00+00:00	bfcd6d8a-aace-452a-a92f-012af951381a
2026-03-23T22:00:00+00:00	608e7f11-b9b5-48f0-bd1b-7b37993f033f
2026-03-23T23:00:00+00:00	f057446f-028f-4d8b-85c7-dab908b0d31f
2026-03-24T00:00:00+00:00	6255a512-d5c6-49b0-ad62-8c4fe8566531
2026-03-24T01:00:00+00:00	70d694fd-e106-4eff-808a-bf23d8f2badf
2026-03-24T02:00:00+00:00	8dba183a-9089-466c-8d20-f724377a6782
2026-03-24T03:00:00+00:00	39c0f7d6-d587-4814-b979-ef79fd5f6c1f
2026-03-24T04:00:00+00:00	b5d61b58-8e9b-4888-b387-03f3cf4224fd
2026-03-24T05:00:00+00:00	8381d24c-ba2b-4efa-9827-215f8a4efb46
2026-03-24T06:00:00+00:00	e08c678b-e6e6-470c-87a2-a0686d3eb05c
2026-03-24T07:00:00+00:00	f2ec9b02-b97e-451a-aba4-9686131600cd
2026-03-24T08:00:00+00:00	1a4ed1cf-6426-41c8-90b7-47cc152a3c42
2026-03-24T09:00:00+00:00	5ec0a0de-ee63-4ee4-9240-d4a7e72c32e0
2026-03-24T10:00:00+00:00	20c986dc-d7db-4603-9d37-60aceb078ba7
2026-03-24T11:00:00+00:00	147247c1-c121-400e-8f10-079f5df4ebbd
2026-03-24T12:00:00+00:00	e38eecdf-d1bc-4946-a190-5657876d1b3e
2026-03-24T13:00:00+00:00	48b16526-1ba5-4012-8e7e-8793813fbe4a
2026-03-24T14:00:00+00:00	f3e132db-0cde-455f-b40e-0958d3ed8377
2026-03-24T15:00:00+00:00	e299c455-94d2-4cf4-b626-2aaf897f1add
2026-03-24T16:00:00+00:00	948821ba-2399-46b0-a0ba-a0f858888422
2026-03-24T17:00:00+00:00	0f09bfde-68ca-44f1-a018-c88b6f59375b
2026-03-24T18:00:00+00:00	43707502-4c03-4eed-969d-bdbc60bb8f2a
2026-03-24T19:00:00+00:00	bcecec18-3910-4adb-b029-7029afd80b14
2026-03-24T20:00:00+00:00	ffaf0169-40ee-4da3-a541-1b6f0a43332b
2026-03-24T21:00:00+00:00	411daa42-1740-43d9-a620-0be65e238d01
2026-03-24T22:00:00+00:00	1f98248a-ee6a-43d9-809d-e9d655d00c49
2026-03-24T23:00:00+00:00	035bd594-707d-4c66-a71f-d84092110ada
2026-03-25T00:00:00+00:00	ba68b363-f575-4c5f-94f9-16f0c7cd467e
2026-03-25T01:00:00+00:00	ca5cbe6a-d77c-49a1-a3db-6e0388c36829
2026-03-25T02:00:00+00:00	274cde22-f0de-4c9f-8784-d4fbca30f325
2026-03-25T05:00:00+00:00	4f901f14-c5f4-4fbb-82a7-4657f8c6764c
2026-03-25T06:00:00+00:00	d55a8cf7-3b0d-4e80-87e9-6ec289164153
2026-03-25T07:00:00+00:00	35453597-5724-4bf4-a7f8-2ccb4f3b5749
2026-03-25T08:00:00+00:00	ea133758-f34d-4008-a0b5-a2a91874837e
2026-03-25T09:00:00+00:00	3316f660-bb16-40b3-8baa-bae491b9ccaf
2026-03-25T10:00:00+00:00	b99e88ca-d418-408e-8d86-0461468ddccd
2026-03-25T11:00:00+00:00	36c2885f-13ba-4b30-bbb3-a9f9394913c9
2026-03-25T12:00:00+00:00	ef24c5e8-e7b7-44e1-9ed7-afe2e4aa3970
2026-03-25T13:00:00+00:00	6208abdf-355b-4299-8ecc-bf3407ef8cfc
2026-03-25T14:00:00+00:00	e0d0646a-bcbb-4e43-bc3c-e979f268a64a
2026-03-25T15:00:00+00:00	9fe03bd1-98dc-4a27-93ea-5e48dcd781f1
2026-03-25T16:00:00+00:00	c0e50431-ba2d-4d03-b4c2-2e3d4c07a81a
2026-03-25T17:00:00+00:00	d6cc278d-31c4-4292-905e-eb5a70cb63a6
2026-03-25T18:00:00+00:00	2a1fc8a8-4620-4b55-8c39-c243e35e8c0f
2026-03-25T19:00:00+00:00	e0778776-4f39-4b68-a72d-9bbd93ea85a1
2026-03-25T20:00:00+00:00	274e892d-f7b9-4dd4-9d80-77a944b78b71
2026-03-25T21:00:00+00:00	2e3ae57a-8dd0-439c-b8de-04b37a8b1cd3
2026-03-25T22:00:00+00:00	2cd1f219-3388-4f98-8f4f-4c0a8ee5ecd0
2026-03-25T23:00:00+00:00	11f69ad5-b1f3-4b89-8f2a-0065f23c0684
2026-03-26T00:00:00+00:00	5e6c352b-d07b-47fc-b85c-2e7e87c0d4ee
2026-03-26T01:00:00+00:00	65054bd2-1967-4220-8bbf-e77a5fc462f7
2026-03-26T02:00:00+00:00	4b29b793-1404-48fb-8f41-01a35d0e31af
2026-03-26T03:00:00+00:00	ccf1588c-0746-4f26-8cb7-9c06331e3cbf
2026-03-26T04:00:00+00:00	bfc72888-a7f1-48bf-8599-9f0152d9b8d6
2026-03-26T06:00:00+00:00	246fbbd9-6a72-471e-b9fb-1fce0831cfde
2026-03-26T07:00:00+00:00	e0307c40-5555-427d-8302-54a6e7f54e7b
2026-03-26T08:00:00+00:00	e651319c-852e-4eba-abbb-d341be1e56ec
2026-03-26T09:00:00+00:00	4f34bbab-d06d-4143-83ac-7ef3b2d5a510
2026-03-26T10:00:00+00:00	b933003a-8635-491d-aaea-43cbdba1887e
2026-03-26T11:00:00+00:00	3229d132-d338-4a87-8468-04d74c105108
2026-03-26T12:00:00+00:00	9ed13c53-0681-4c18-ad73-6e6f7a1b449c
2026-03-26T13:00:00+00:00	8fe8c313-75cf-4c3a-86ea-e5164afd191a
2026-03-26T14:00:00+00:00	794141f9-b901-4cc1-b153-bf0c2f345132
2026-03-26T15:00:00+00:00	13683f8c-0cb6-4632-9737-eb35ce84ece6
2026-03-26T16:00:00+00:00	692a825f-0dc9-4daf-b6b2-428552bc89a7
2026-03-26T17:00:00+00:00	be069301-d74c-462a-8da1-5e773c9d16ac
2026-03-26T18:00:00+00:00	0b61082e-94a7-4ad4-bada-a46fffe3e680
2026-03-26T19:00:00+00:00	60bf59f2-fabc-420a-b819-dcdd0ebfeb0e
2026-03-26T20:00:00+00:00	03609c28-e05e-4ce7-910c-a7b224a8482d
2026-03-26T21:00:00+00:00	9fa03866-324c-4f6a-8dae-8bbd2fb4c0a3
2026-03-26T22:00:00+00:00	1c6d1e3c-6b59-46ad-8b85-2efdb8c7757d
2026-03-26T23:00:00+00:00	ad765a6c-e442-4ad0-a669-6202e8188d17
2026-03-27T00:00:00+00:00	ca641caf-bdd9-4433-93c1-d9e59302925c
2026-03-27T01:00:00+00:00	b1262abe-40a9-4b26-b0f3-cc47fdacd0aa
2026-03-27T02:00:00+00:00	7871361c-5b78-4aac-bdfb-c7a58918c946
2026-03-27T03:00:00+00:00	744dcfd7-1d85-42cf-ad96-22084c6db1d7
2026-03-27T04:00:00+00:00	208cc037-3c11-45d5-8a19-bca649f6621e
2026-03-27T05:00:00+00:00	b3ad2d0f-865f-441d-b81e-d3e83f406083
2026-03-27T06:00:00+00:00	85646053-b071-4809-96b9-2bf9f13b7e24
2026-03-27T07:00:00+00:00	bf8a9769-7eb6-424a-a218-fb87e3d03d80
2026-03-27T08:00:00+00:00	a61289c6-a059-44b4-b879-734f94520a9d
2026-03-27T09:00:00+00:00	07be00b1-df15-41e8-8699-70f19c908a2a
2026-03-27T10:00:00+00:00	550aa75e-075b-49e0-b709-2a37df6ef981
2026-03-27T11:00:00+00:00	96217e68-c7ce-4478-b03f-28d14a83a200
2026-03-27T12:00:00+00:00	b603378a-a2c7-463c-9e30-d131d94f2e3c
2026-03-27T13:00:00+00:00	b1a01b30-51ef-433a-a631-5be5e9393e19
2026-03-27T14:00:00+00:00	cd32d577-6116-4329-925b-95ebe5a182f1
2026-03-27T15:00:00+00:00	1f0b0e8f-65d5-429f-b2e3-e974996e12ac
2026-03-27T16:00:00+00:00	fed658fb-656b-463c-942a-458ccf3bd807
2026-03-27T17:00:00+00:00	6563951b-95f8-4f46-a26e-7c6838ceee34
2026-03-28T02:00:00+00:00	68b99bed-e411-4708-ac17-d55cd0636a88
2026-03-28T03:00:00+00:00	e9e3853b-479d-4343-9783-a16e2db3413f
2026-03-28T17:00:00+00:00	ddc8f7d9-9741-4d1f-aa1c-afc05613ebd5
2026-03-28T18:00:00+00:00	4147e475-a62c-42d5-aec8-ddc122fedfed
2026-03-28T19:00:00+00:00	73ba476c-aae3-4276-bc89-a869097d4a16
2026-03-28T20:00:00+00:00	8ccf0080-1b2f-4230-ab43-325774ac06b3
2026-03-28T21:00:00+00:00	632b424c-b59a-433e-9e8f-152d33b494a7
2026-03-28T22:00:00+00:00	0a5bf9f8-9e6a-465f-9442-19146be7e00d
2026-03-28T23:00:00+00:00	a5230ea1-35a9-4d22-b8df-08231548b917
2026-03-29T00:00:00+00:00	598e8b58-c532-4f02-9bbb-48dbf73a60d3
2026-03-29T01:00:00+00:00	a5d15cd4-94b1-4fef-b4fd-aa2df07caf85
2026-03-29T02:00:00+00:00	fd480fb6-1acb-4852-bbe5-74ab9328987d
2026-03-29T03:00:00+00:00	2b458793-5ec1-4d82-b64e-670d90c4218a
2026-03-29T04:00:00+00:00	f0333103-a2e1-4997-9df0-2b3c8b0765b0
2026-03-29T05:00:00+00:00	97096b67-3d5c-4d66-bb7d-b53c1d10d628
2026-03-29T06:00:00+00:00	d3d84de0-9d33-47f4-a853-e155610acb78
2026-03-29T07:00:00+00:00	49ce221b-d2fd-4605-af44-eef88f21fc23
2026-03-29T08:00:00+00:00	b68b2c21-c281-42d5-b69a-b7ee17b94082
2026-03-29T09:00:00+00:00	00d3cc11-c918-4e8a-902e-e060b07dedda
2026-03-29T10:00:00+00:00	256f4b68-22b7-40e2-b84b-27e5b929f6fa
2026-03-29T11:00:00+00:00	78f7fafa-f78b-4185-8a0d-d978e952c334
2026-03-29T12:00:00+00:00	ca44c2f4-bdf6-46c2-9f28-5b0e7c133dd9
2026-03-29T13:00:00+00:00	6292b412-7c56-4d26-80b1-9d1e0f0b9672
2026-03-29T14:00:00+00:00	72b7b972-7ade-41bb-86be-d2acfb0baf7e
2026-03-29T15:00:00+00:00	89513584-30ca-4463-a9dd-34e66b4e51e6
2026-03-29T16:00:00+00:00	70037aec-ef4f-44c9-91e3-11d75f3732dc
2026-03-29T17:00:00+00:00	fd79ded9-47ae-41fa-b4b7-0572ecb81349
2026-03-29T18:00:00+00:00	e454b4d5-ea97-433b-b88a-eec0dc6a85fd
2026-03-29T19:00:00+00:00	7c441ae0-89f3-4938-9ae1-4a052ba6caf6
2026-03-29T20:00:00+00:00	43e0e94a-ca87-444b-8263-337af3bf50c7
2026-03-29T21:00:00+00:00	477ede38-adf7-493c-a3b9-ad43dd99c60e
2026-03-29T22:00:00+00:00	6eea037b-f6d4-4223-a0ef-d9eb81dfe926
2026-03-29T23:00:00+00:00	0f633cec-7ee5-4289-bda7-92097f426b12
2026-03-30T00:00:00+00:00	9fef7e20-d606-431d-81ec-a960b0b46196
2026-03-30T01:00:00+00:00	31df03f9-ebf7-4f57-98bd-892df6693b31
2026-03-30T02:00:00+00:00	7ccfb58b-ae40-4d43-8a09-29ac57f32987
2026-03-30T03:00:00+00:00	1988a36d-b71b-41c8-8df7-b7a10ecd0f34
2026-03-30T04:00:00+00:00	9418f110-74ce-4325-a814-218dce178b40
2026-03-30T05:00:00+00:00	797a3aeb-7239-4d42-b8a4-3bd05e28c21d
