instrument	cruise	id	date	quantile	beads_fsc_small	beads_D1	beads_D2	width	notch_small_D1	notch_small_D2	notch_large_D1	notch_large_D2	offset_small_D1	offset_small_D2	offset_large_D1	offset_large_D2
740	SCOPE-PARAGON	da6bd8ac-dc76-40c1-ad68-ccf63e73e85c	2024-02-09T18:39:31+00:00	2.5	51152	32516	33104	15000	0.636	0.647	1.64	1.637	0	0	-51373	-50632
740	SCOPE-PARAGON	da6bd8ac-dc76-40c1-ad68-ccf63e73e85c	2024-02-09T18:39:31+00:00	50.0	51888	30976	30832	15000	0.597	0.594	1.635	1.632	0	0	-53861	-53849
740	SCOPE-PARAGON	da6bd8ac-dc76-40c1-ad68-ccf63e73e85c	2024-02-09T18:39:31+00:00	97.5	52464	29616	28528	15000	0.565	0.544	1.63	1.627	0	0	-55900	-56831
