instrument	cruise	id	date	quantile	beads_fsc_small	beads_D1	beads_D2	width	notch_small_D1	notch_small_D2	notch_large_D1	notch_large_D2	offset_small_D1	offset_small_D2	offset_large_D1	offset_large_D2
740	MGL1704	f2b2f7e5-bc50-4b1c-85d8-c44c5c1ffc25	2024-02-09T18:39:31+00:00	2.5	52960	30912	36272	5000	0.584	0.685	1.64	1.637	0	0	-55942	-50424
740	MGL1704	f2b2f7e5-bc50-4b1c-85d8-c44c5c1ffc25	2024-02-09T18:39:31+00:00	50.0	53840	28304	33760	5000	0.526	0.627	1.635	1.632	0	0	-59724	-54107
740	MGL1704	f2b2f7e5-bc50-4b1c-85d8-c44c5c1ffc25	2024-02-09T18:39:31+00:00	97.5	54528	25664	31028	5000	0.471	0.569	1.63	1.627	0	0	-63217	-57689
